model,train_accuracy,test_accuracy,cv_mean,cv_std,vocabulary_size,top_positive_words,top_negative_words
Logistic Regression with TF-IDF,0.8636363636363636,0.5,0.41,0.0916515138991168,20,"{'happy': np.float64(0.6215911438679611), 'star': np.float64(0.6131374453512096), 'absolutely': np.float64(0.5682660766036584), 'love': np.float64(0.5150443602124868), 'best': np.float64(0.3996048297478141)}","{'experience': np.float64(-0.5146532775927667), 'defective': np.float64(-0.5008932639186163), 'worst': np.float64(-0.4151685028028849), 'money': np.float64(-0.391046580133954), 'waste': np.float64(-0.391046580133954)}"
